URL_ID,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_COMPLEX_WORDS,FOG_INDEX,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
bctech2107,9,6,0.19999998666666757,0.051546391575441955,18.1875,0.3161512027491409,7.401460481099656,92,291,2.2371134020618557,3,6.934707903780069
bctech2108,7,2,0.5555554938271674,0.03543307072664145,19.53846153846154,0.421259842519685,7.98388855239249,107,254,2.440944881889764,6,7.409448818897638
bctech2109,13,3,0.6249999609375024,0.04953560356180928,17.944444444444443,0.4148606811145511,7.343722050223597,134,323,2.473684210526316,6,7.510835913312693
bctech2110,10,1,0.8181817438016598,0.04280155625369044,13.526315789473685,0.36964980544747084,5.558386237968463,95,257,2.455252918287938,10,7.128404669260701
bctech2111,10,4,0.42857139795918586,0.045454545306965764,15.4,0.32792207792207795,6.291168831168832,101,308,2.2564935064935066,10,6.7727272727272725
bctech2112,7,2,0.5555554938271674,0.044776119180218316,22.333333333333332,0.4228855721393035,9.102487562189054,85,201,2.512437810945274,4,7.462686567164179
bctech2113,9,3,0.4999999583333368,0.03973509920617517,18.875,0.37748344370860926,7.700993377483444,114,302,2.384105960264901,9,7.009933774834437
bctech2114,7,1,0.7499999062500118,0.05031446509236186,31.8,0.4276729559748428,12.89106918238994,68,159,2.5220125786163523,2,7.484276729559748
bctech2115,23,4,0.7037036776406045,0.05856832959095807,13.558823529411764,0.3383947939262473,5.558887329335205,156,461,2.2646420824295013,5,6.8785249457700655
bctech2116,14,1,0.8666666088888928,0.04777070048480669,16.526315789473685,0.3057324840764331,6.732819309420048,96,314,2.159235668789809,7,6.598726114649682
bctech2117,7,3,0.39999996000000404,0.030769230674556215,16.25,0.3353846153846154,6.634153846153847,109,325,2.246153846153846,2,6.7323076923076925
bctech2118,11,1,0.8333332638888947,0.05454545429752066,22.0,0.42272727272727273,8.969090909090909,93,220,2.4909090909090907,2,7.2272727272727275
bctech2119,15,5,0.4999999750000012,0.06872852210058927,12.125,0.3161512027491409,4.976460481099657,92,291,2.3264604810996565,10,6.896907216494846
bctech2120,13,4,0.5294117335640156,0.05466237924545859,20.733333333333334,0.3536977491961415,8.43481243301179,110,311,2.315112540192926,7,6.980707395498392
bctech2121,16,3,0.684210490304711,0.04738154601650487,20.05,0.2967581047381546,8.138703241895263,119,401,2.2319201995012468,10,6.987531172069826
